18:09:50 | INFO     | app | app started!
12:25:33 | INFO     | intent_classifier | Intent: registery_arad | confidence: 0.95 | reasoning: کاربر به وضوح درخواست ثبت‌نام در آراد را دارد. | input: 'می خوام تو اراد ثبت نام کنم'
12:26:19 | INFO     | builder | Routing to: registery_arad
12:26:28 | ERROR    | handler | [550e8400-e29b-41d4-a716-446655440000] Chat processing failed
Traceback (most recent call last):
  File "b:\pishkar-develop\server\Src\AI\app\chat\handler.py", line 153, in chat
    result = self.graph.invoke(turn_input, config=config)  # type: ignore[arg-type]
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\AppData\Local\Programs\Python\Python311\Lib\site-packages\langgraph\pregel\main.py", line 3913, in invoke
    for chunk in self.stream(
  File "C:\Users\User\AppData\Local\Programs\Python\Python311\Lib\site-packages\langgraph\pregel\main.py", line 2967, in stream
    for _ in runner.tick(
  File "C:\Users\User\AppData\Local\Programs\Python\Python311\Lib\site-packages\langgraph\pregel\_runner.py", line 207, in tick
    run_with_retry(
  File "C:\Users\User\AppData\Local\Programs\Python\Python311\Lib\site-packages\langgraph\pregel\_retry.py", line 617, in run_with_retry
    return task.proc.invoke(task.input, config)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\AppData\Local\Programs\Python\Python311\Lib\site-packages\langgraph\_internal\_runnable.py", line 709, in invoke
    input = step.invoke(input, config)
            ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\AppData\Local\Programs\Python\Python311\Lib\site-packages\langgraph\_internal\_runnable.py", line 447, in invoke
    ret = self.func(*args, **kwargs)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\AppData\Local\Programs\Python\Python311\Lib\site-packages\langgraph\pregel\_write.py", line 84, in _write
    self.do_write(
  File "C:\Users\User\AppData\Local\Programs\Python\Python311\Lib\site-packages\langgraph\pregel\_write.py", line 126, in do_write
    write(_assemble_writes(writes))
          ^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\AppData\Local\Programs\Python\Python311\Lib\site-packages\langgraph\pregel\_write.py", line 181, in _assemble_writes
    if ww := w.mapper(w.value):
             ^^^^^^^^^^^^^^^^^
  File "C:\Users\User\AppData\Local\Programs\Python\Python311\Lib\site-packages\langgraph\graph\state.py", line 1492, in _get_updates
    raise InvalidUpdateError(msg)
langgraph.errors.InvalidUpdateError: Expected dict, got  NOOOOOOOOOO !!!!
For troubleshooting, visit: https://docs.langchain.com/oss/python/langgraph/errors/INVALID_GRAPH_NODE_RETURN_VALUE
During task with name 'registery_arad' and id 'd08a4244-c181-ecd5-5dae-0196ff2e0881'
